Sample	Study	Site	Site latitude	Site longitude	Country	Year	ENA	All samples same individual	% callable	location_id	continent	date_of_collection	doc_accuracy	partner_sample_id	derivative_sample_id	original_sample_id	sampling_event_id	individual_id	mean_coverage	bases_no_coverage_percent	bases_low_coverage_percent	bases_excessive_coverage_percent	bases_poor_mapping_quality_percent	bases	bases_of_1X_coverage	bases_of_5X_coverage	bases_duplicated	mean_insert_size	sd_insert_size	avg_read_length	error_rate	average_quality	reads_mapped	reads_properly_paired	genome_50pc_callable	preferred_sample_individual	preferred_sample_sampling_event	in_pv_10	in_pv_20	in_pv_30	first_release	dna_prep	id_run	preQC_exclusion_reason	GADM	GADM_0	GADM_1	GADM_2	GADM_3	Species	public_exclusion_reason	median_distance_to_other_samples	internal_exclusion_reason	nearest_sample	nearest_sample_dist	nearest_sample_country	nearest_country	nearest_site	nearest_population	nearest_continent	Continent_mismatch	QC_pass	sub_population	analysis_sub_population	population	analysis_population	colouring_sub_population	in_analysis_set	subpopulation_colour	population_colour
Thailand_VKTS_45	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	15.0	99.0	Thailand	2012	SRR1564703,SRR1565078,SRR1568180	Thailand_VKTS_45	83.15	Kanchanaburi	Asia	2012-01-01 0:00:00	year	Thailand_VKTS_45	DS_X0001_Thailand_VKTS_45	OS_X0001_Thailand_VKTS_45	SE_X0001_Thailand_VKTS_45	IN_X0001_Thailand_VKTS_45	199.53	8.66	6.55	0.0	1.13	5588002541	26826789	25081315	156449202	189.4	77.0	100	0.007858641	25.5	54652917	52733345	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/THA/kanchanaburi.html	THA	kanchanaburi			Pv	Analysis_set	0.020190101116895683		Thailand_VKBT_95	0.015834016725420952	Thailand	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Thailand: Kanchanaburi	Thailand: Kanchanaburi	WSEA	WSEA	WSEA: Thailand, Kanchanaburi	True	#158ff2	#377eb8
Thailand_VKTS_46	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	15.0	99.0	Thailand	2012	SRR1562520,SRR1564698,SRR1565041	Thailand_VKTS_46	77.48	Kanchanaburi	Asia	2012-01-01 0:00:00	year	Thailand_VKTS_46	DS_X0001_Thailand_VKTS_46	OS_X0001_Thailand_VKTS_46	SE_X0001_Thailand_VKTS_46	IN_X0001_Thailand_VKTS_46	163.25	12.75	8.73	0.0	0.52	4382454683	25529116	22943646	131418170	195.8	92.0	100	0.0074920030000000006	25.7	42698727	40832098	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/THA/kanchanaburi.html	THA	kanchanaburi			Pv	Analysis_set	0.02012193389236927		Thailand_VKBT_95	0.015872694551944733	Thailand	Cambodia	Oddar Meanchey	WSEA	Asia	None	True	Thailand: Kanchanaburi	Thailand: Kanchanaburi	WSEA	WSEA	WSEA: Thailand, Kanchanaburi	True	#158ff2	#377eb8
Thailand_VKTS_52	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	15.0	99.0	Thailand	2013	SRR1564658,SRR1565102,SRR1568205	Thailand_VKTS_52	77.72	Kanchanaburi	Asia	2013-01-01 0:00:00	year	Thailand_VKTS_52	DS_X0001_Thailand_VKTS_52	OS_X0001_Thailand_VKTS_52	SE_X0001_Thailand_VKTS_52	IN_X0001_Thailand_VKTS_52	122.07	11.84	9.35	0.0	0.56	3281475073	25814540	23097705	73761916	197.0	90.4	100	0.008075281	25.3	32032689	30598161	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/THA/kanchanaburi.html	THA	kanchanaburi			Pv	Analysis_set	0.020192401483654976		Thailand_VKTS_38	0.01303219422698021	Thailand	Cambodia	Oddar Meanchey	ESEA	Asia	None	True	Thailand: Kanchanaburi	Thailand: Kanchanaburi	WSEA	WSEA	WSEA: Thailand, Kanchanaburi	True	#158ff2	#377eb8
Thailand__VKBT_106	X0001-PV-MULTI-HUPALO2016	Kanchanaburi	15.0	99.0	Thailand	2013	SRR1562959,SRR1564686,SRR1565089	Thailand__VKBT_106	78.32	Kanchanaburi	Asia	2013-01-01 0:00:00	year	Thailand _VKBT_106	DS_X0001_Thailand _VKBT_106	OS_X0001_Thailand _VKBT_106	SE_X0001_Thailand _VKBT_106	IN_X0001_Thailand _VKBT_106	122.16	10.64	9.93	0.0	0.59	3332883276	26201651	23321597	93163713	206.8	91.3	100	0.007912393	25.4	32343095	31124869	True	True	True	False	False	True	3.0	Hybrid_selection			https://gadm.org/maps/THA/kanchanaburi.html	THA	kanchanaburi			Pv	Analysis_set	0.019968904554843903		Thailand_VKBT_95	0.01568817906081676	Thailand	Thailand	Kanchanaburi	WSEA	Asia	None	True	Thailand: Kanchanaburi	Thailand: Kanchanaburi	WSEA	WSEA	WSEA: Thailand, Kanchanaburi	True	#158ff2	#377eb8
VVX00848	1157-PV-MULTI-PRICE	Sabah	6.0	117.0	Malaysia	2014	ERR2299528	VVX00848	89.88	Kota Marudu	Asia	2014-03-05	day	MK-050	DS_VVX00848	OS_VVX00848	SE_VVX00848	IN_MK-050	77.59	4.79	2.09	0.0	2.72	2334440958	27871979	27434927	228190747	445.2	84.7	150	0.01933383	26.7	14661570	13968092	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/MYS/sabah.html	MYS	sabah			Pv	Analysis_set	0.01916680671274662		PY0055-C	0.0049387714825570575	Malaysia	Malaysia	Sabah	MSEA	Asia	None	True	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	MSEA: Malaysia, Sabah	True	#f781bf	#f781bf
VVX00853	1157-PV-MULTI-PRICE	Sabah	6.0	117.0	Malaysia	2014	ERR2299529	VVX00853	88.54	Kota Marudu	Asia	2014-08-27	day	MV-032	DS_VVX00853	OS_VVX00853	SE_VVX00853	IN_MV-032	39.3	6.06	2.74	0.0	2.14	2895980997	27557491	26972956	110030529	443.7	86.6	150	0.01928198	26.5	7230804	6906232	True	True	True	False	False	False	4.0	DNA	22213	lab identity unsure (genotyping mismatch)	https://gadm.org/maps/MYS/sabah.html	MYS	sabah			Pv	Unverified_metadata										None	False	Malaysia: Sabah	unassigned	MSEA	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00855	1157-PV-MULTI-PRICE	Sabah	6.0	117.0	Malaysia	2014	ERR2299530	VVX00855	56.25	Pitas	Asia	2014-08-07	day	QDM-053	DS_VVX00855	OS_VVX00855	SE_VVX00855	IN_QDM-053	7.22	8.47	34.35	0.0	0.41	347253859	26804112	20195650	28635640	430.8	135.8	149	0.02605661	23.4	1599124	1423562	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/MYS/sabah.html	MYS	sabah			Pv	Analysis_set	0.01867150515317917		PY0101-C	0.00019567389972507956	Malaysia	Malaysia	Sabah	MSEA	Asia	None	True	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	MSEA: Malaysia, Sabah	True	#f781bf	#f781bf
VVX00857	1157-PV-MULTI-PRICE	Sabah	6.0	117.0	Malaysia	2014	ERR2299531	VVX00857	89.13	Pitas	Asia	2014-10-02	day	QDM-062	DS_VVX00857	OS_VVX00857	SE_VVX00857	IN_QDM-062	105.75	5.59	1.89	0.0	2.87	3105153712	27681048	27262686	328883738	431.5	83.6	150	0.01904929	26.5	19692196	18814508	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/MYS/sabah.html	MYS	sabah			Pv	Analysis_set	0.01922746375203133		PY0109-CWx	6.634766759816556e-05	Malaysia	Malaysia	Sabah	MSEA	Asia	None	True	Malaysia: Sabah	Malaysia: Sabah	MSEA	MSEA	MSEA: Malaysia, Sabah	True	#f781bf	#f781bf
VVX00863	1157-PV-MULTI-PRICE	Batu	7.933617	38.723728	Ethiopia	2012	ERR2299532	VVX00863	71.44	Batu	Africa	2012-12-25	day	0202341	DS_VVX00863	OS_VVX00863	SE_VVX00863	IN_0202341	9.32	8.38	19.04	0.0	0.63	453620338	26856980	23477134	33232231	435.0	111.6	149	0.02495116	23.9	1945883	1753746	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		Pv	Analysis_set	0.02237704396247864		QS0032-C	0.013386808335781096	Ethiopia	Ethiopia	South Nations Nationalities and Peoples' Region	AF	Africa	None	True	Ethiopia: Oromia	Ethiopia: Oromia	AF	AF	AF: Ethiopia, Oromia	True	#dd5a5c	#e41a1c
VVX00864	1157-PV-MULTI-PRICE	Batu	7.933617	38.723728	Ethiopia	2013	ERR2299533	VVX00864,VVX00897	25.37	Batu	Africa	2013-02-20	day	0203552	DS_VVX00864	OS_VVX00864	SE_VVX00864	IN_0203552	4.64	11.94	62.05	0.0	0.12	272293992	25819479	11274973	22094924	414.1	176.1	149	0.0287521	22.2	1106252	955994	False	False	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		Pv	Lower_covered_duplicate										None	False	Ethiopia: Oromia	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00869	1157-PV-MULTI-PRICE	Bishoftu	8.743806	38.988692	Ethiopia	2012	ERR2299534	VVX00869	0.2	Bishoftu	Africa	2012-11-29	day	0103953	DS_VVX00869	OS_VVX00869	SE_VVX00869	IN_0103953	2.11	41.78	57.47	0.0	0.04	172018294	17372344	737967	18286402	386.5	365.4	148	0.04500026	18.4	597211	483361	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		Pv	Less_than_50pc_callable										None	False	Ethiopia: Oromia	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00895	1157-PV-MULTI-PRICE	Bishoftu	8.743806	38.988692	Ethiopia	2013	ERR2299535	VVX00895	0.07	Bishoftu	Africa	2013-01-09	day	0104031_b	DS_VVX00895	OS_VVX00895	SE_VVX00895	IN_0104031	1.98	50.53	48.84	0.0	0.05	190334671	14884902	440232	19668052	352.8	357.1	148	0.04924531	17.8	586177	466414	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		-	Less_than_50pc_callable										None	False	Ethiopia: Oromia	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00897	1157-PV-MULTI-PRICE	Batu	7.933617	38.723728	Ethiopia	2013	ERR2299536	VVX00864,VVX00897	81.37	Batu	Africa	2013-02-06	day	0203552_b	DS_VVX00897	OS_VVX00897	SE_VVX00897	IN_0203552	11.9	7.5	9.8	0.0	0.81	3375197842	27091027	25307460	33085308	445.4	82.2	150	0.0201498	25.1	2169510	2056217	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		Pv	Analysis_set	0.023044580593705174		QS0014-C	0.013858658261597157	Ethiopia	Ethiopia	South Nations Nationalities and Peoples' Region	AF	Africa	None	True	Ethiopia: Oromia	Ethiopia: Oromia	AF	AF	AF: Ethiopia, Oromia	True	#dd5a5c	#e41a1c
VVX00912	1157-PV-MULTI-PRICE	Bishoftu	8.743806	38.988692	Ethiopia	2013	ERR2299537	VVX00912	1.14	Bishoftu	Africa	2013-04-03	day	0110945	DS_VVX00912	OS_VVX00912	SE_VVX00912	IN_0110945	2.14	34.06	64.26	0.0	0.02	3504332185	19474855	1040897	7019688	443.3	87.4	150	0.01935017	25.5	301566	273303	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		Pv	Less_than_50pc_callable										None	False	Ethiopia: Oromia	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00943	1157-PV-MULTI-PRICE	Bishoftu	8.743806	38.988692	Ethiopia	2013	ERR2299538	VVX00943	6.05	Bishoftu	Africa	2013-08-26	day	0116460	DS_VVX00943	OS_VVX00943	SE_VVX00943	IN_0116460	3.38	17.24	76.09	0.0	0.11	235100455	24380864	4962461	18853256	422.0	279.8	149	0.03527894	20.5	882502	734141	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/ETH/oromia/misraqshewa.html	ETH	oromia	misraqshewa		Pv	Less_than_50pc_callable										None	False	Ethiopia: Oromia	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00948	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299539	VVX00948	9.58	Kassala	Africa	2015-09-15	day	MIDAS-8	DS_VVX00948	OS_VVX00948	SE_VVX00948	IN_MIDAS-8	3.45	16.69	73.12	0.0	0.09	215267737	24514013	5450495	16128159	440.7	219.3	149	0.0317228	21.7	814998	681287	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00949	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299540	VVX00949	89.19	Kassala	Africa	2015-09-16	day	MIDAS-12	DS_VVX00949	OS_VVX00949	SE_VVX00949	IN_MIDAS-12	52.93	5.25	2.52	0.0	2.52	1625149236	27762554	27242001	142121502	471.6	86.8	150	0.02062394	25.9	10002545	9452771	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Analysis_set	0.02297421358525753		VVX00959	0.01598522812128067	Sudan	Ethiopia	Jimma	AF	Africa	None	True	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00951	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299541	VVX00951	0.8	Kassala	Africa	2015-09-14	day	MIDAS-18	DS_VVX00951	OS_VVX00951	SE_VVX00951	IN_MIDAS-18	2.37	32.02	66.61	0.0	0.05	205042194	20187196	1477942	15361230	414.4	339.2	149	0.04333397	19.3	629251	507559	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00953	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299542	VVX00953	13.55	Kassala	Africa	2015-09-20	day	MIDAS-21	DS_VVX00953	OS_VVX00953	SE_VVX00953	IN_MIDAS-21	3.81	15.42	70.43	0.0	0.08	307641371	24851855	7175712	27804989	433.2	212.0	149	0.0300839	22.0	969961	825075	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00954	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299543	VVX00954	0.0	Kassala	Africa	2015-10-05	day	MIDAS-45	DS_VVX00954	OS_VVX00954	SE_VVX00954	IN_MIDAS-45	8.79	81.3	17.51	0.0	0.67	1836616777	10197108	3071392	46176253	1693.4	2487.5	150	0.0539698	13.0	1063204	444584	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			-	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00955	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299544	VVX00955	0.0	Kassala	Africa	2015-10-05	day	MIDAS-29	DS_VVX00955	OS_VVX00955	SE_VVX00955	IN_MIDAS-29	6.49	91.89	7.3	0.0	0.3	572788644	5750594	1452979	15037486	1081.6	1883.4	150	0.06912289999999999	12.1	555562	267830	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			-	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00958	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299545	VVX00958	16.72	Kassala	Africa	2015-10-17	day	MIDAS-119	DS_VVX00958	OS_VVX00958	SE_VVX00958	IN_MIDAS-119	4.1	10.87	71.77	0.0	0.12	605680950	26157043	8526442	18918639	422.5	189.9	150	0.02986864	22.5	961805	832005	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00959	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299546	VVX00959	70.5	Kassala	Africa	2015-10-18	day	MIDAS-128	DS_VVX00959	OS_VVX00959	SE_VVX00959	IN_MIDAS-128	9.17	9.12	19.4	0.0	0.47	606186453	26611030	23002352	28043569	464.8	125.8	150	0.02242881	23.9	1888554	1741727	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Analysis_set	0.021845191717147827		VVX00960	0.00021099214791320264	Sudan	Afghanistan	Kassala	WAS	Asia	None	True	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00960	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299547	VVX00960	84.68	Kassala	Africa	2015-10-18	day	MIDAS-129	DS_VVX00960	OS_VVX00960	SE_VVX00960	IN_MIDAS-129	15.36	7.39	6.43	0.0	0.98	853553817	27135504	25789195	47788480	437.4	104.1	150	0.02145545	24.5	3026805	2825316	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Analysis_set	0.022256825119256973		VVX00959	0.00021099214791320264	Sudan	Afghanistan	Kassala	WAS	Asia	None	True	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00961	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299548	VVX00961	22.45	Kassala	Africa	2015-10-30	day	MIDAS-189	DS_VVX00961	OS_VVX00961	SE_VVX00961	IN_MIDAS-189	4.58	12.42	64.48	0.0	0.13	442524685	25677367	10827462	30439335	388.8	214.7	149	0.03110662	21.7	1179572	978668	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00962	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299549	VVX00962	0.08	Kassala	Africa	2015-11-01	day	MIDAS-206	DS_VVX00962	OS_VVX00962	SE_VVX00962	IN_MIDAS-206	2.53	56.98	42.31	0.0	0.12	486644443	13460098	856983	84243504	262.4	505.0	149	0.06260678	17.4	1076547	743699	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00963	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299550	VVX00963	3.13	Kassala	Africa	2015-10-25	day	MIDAS-259	DS_VVX00963	OS_VVX00963	SE_VVX00963	IN_MIDAS-259	2.92	22.99	73.31	0.0	0.05	240282368	22687715	3243588	24272646	406.7	289.4	149	0.03627677	20.4	826372	690662	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Less_than_50pc_callable										None	False	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00964	1157-PV-MULTI-PRICE	Kassala	15.455278	36.418556	Sudan	2015	ERR2299551	VVX00964	74.27	Kassala	Africa	2015-11-18	day	MIDAS-269	DS_VVX00964	OS_VVX00964	SE_VVX00964	IN_MIDAS-269	9.9	7.23	17.24	0.0	0.74	568395230	27182668	24184581	45361457	431.7	113.5	149	0.02544707	23.8	2169548	1921121	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/SDN/kassala.html	SDN	kassala			Pv	Analysis_set	0.021843355149030685		VVX00959	0.014738376252353191	Sudan	Ethiopia	Jimma	AF	Africa	None	True	Sudan: Kassala	unassigned	AF	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00969	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299552	VVX00969	0.0	Santa Cecilia	Americas	2016-03-14	day	Pv_Sc_01	DS_VVX00969	OS_VVX00969	SE_VVX00969	IN_Pv_Sc_01	2.68	91.89	7.55	0.0	0.04	137765187	2845841	109404	11028436	419.2	735.7	148	0.07575306	13.2	376281	229232	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			-	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00971	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299553	VVX00971	0.08	Santa Cecilia	Americas	2016-03-15	day	Pv_Sc_05	DS_VVX00971	OS_VVX00971	SE_VVX00971	IN_Pv_Sc_05	1.96	48.72	50.64	0.0	0.04	167214198	15382963	445662	13568407	380.1	394.6	148	0.04919935	17.9	524627	418209	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00972	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299554	VVX00972	0.0	Santa Cecilia	Americas	2016-03-16	day	Pv_Sc_06	DS_VVX00972	OS_VVX00972	SE_VVX00972	IN_Pv_Sc_06	2.25	87.15	12.29	0.0	0.04	169973861	4353907	139154	15403057	439.1	762.7	148	0.07415003	13.7	478792	298878	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			-	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00973	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299555	VVX00973	0.05	Santa Cecilia	Americas	2016-03-17	day	Pv_Sc_07	DS_VVX00973	OS_VVX00973	SE_VVX00973	IN_Pv_Sc_07	1.91	53.22	46.18	0.0	0.04	171657450	14081013	359629	15651905	367.1	449.5	148	0.05346106	17.7	532100	409860	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00974	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299556	VVX00974	0.02	Santa Cecilia	Americas	2016-03-17	day	Pv_Sc_08	DS_VVX00974	OS_VVX00974	SE_VVX00974	IN_Pv_Sc_08	1.83	69.16	30.27	0.0	0.04	161045469	9575658	189523	13826617	412.9	657.3	148	0.06372774	16.0	478822	309061	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			-	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00975	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299557	VVX00975	74.67	Santa Cecilia	Americas	2016-03-17	day	Pv_Sc_09	DS_VVX00975	OS_VVX00975	SE_VVX00975	IN_Pv_Sc_09	9.96	9.27	15.03	0.0	0.51	403134115	26582525	23740328	33742158	436.8	105.1	149	0.02172289	23.8	2028767	1851194	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Analysis_set	0.021159999072551727		VVX00976	0.00011727726086974143	Colombia	Colombia	Choco	SAM	Americas	None	True	Colombia: Risaralda	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
VVX00976	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299558	VVX00976	79.62	Santa Cecilia	Americas	2016-03-17	day	Pv_Sc_10	DS_VVX00976	OS_VVX00976	SE_VVX00976	IN_Pv_Sc_10	11.34	8.63	10.54	0.0	0.69	435833961	26780441	24790807	43848890	446.7	102.2	149	0.02178462	24.1	2312425	2123354	True	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Analysis_set	0.021413465961813927		VVX00975	0.00011727726086974143	Colombia	Colombia	Choco	SAM	Americas	None	True	Colombia: Risaralda	unassigned	SAM	SAM	SAM: other	True	#ddf2dc	#4daf4a
VVX00977	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299559	VVX00977	0.17	Santa Cecilia	Americas	2016-03-17	day	Pv_Sc_11	DS_VVX00977	OS_VVX00977	SE_VVX00977	IN_Pv_Sc_11	2.09	40.86	58.41	0.0	0.04	175225644	17599405	678849	15385541	392.7	359.1	148	0.04582051	18.8	562124	449284	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00978	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299560	VVX00978	5.82	Santa Cecilia	Americas	2016-03-18	day	Pv_Sc_12	DS_VVX00978	OS_VVX00978	SE_VVX00978	IN_Pv_Sc_12	3.22	17.96	75.61	0.0	0.1	209130928	24169668	4484297	16314191	411.0	246.1	149	0.0351024	20.8	805766	683810	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
VVX00979	1157-PV-MULTI-PRICE	Santa Cecilia	5.3	-76.2167	Colombia	2016	ERR2299561	VVX00979	0.03	Santa Cecilia	Americas	2016-03-18	day	Pv_Sc_13	DS_VVX00979	OS_VVX00979	SE_VVX00979	IN_Pv_Sc_13	1.5	85.22	14.23	0.0	0.01	32341774	4400906	27908	19729207	422.7	61.8	144	0.03308066	19.9	182098	121099	False	True	True	False	False	False	4.0	DNA	22213		https://gadm.org/maps/COL/risaralda.html	COL	risaralda			Pv	Less_than_50pc_callable										None	False	Colombia: Risaralda	unassigned	SAM	unassigned	unassigned	False	#d3d3d3	#d3d3d3
